,National_ID,Age,Gender,Region,Income_Level,Household_Dependents,Monthly_Energy_Consumption_kWh,Subsidy_Eligibility,Subsidy_Type,Amount_NGN,Channel,Date,Wallet_Activity_Status,Wallet_Balance_NGN,Days_Since_Last_Transaction,Avg_Monthly_Wallet_Balance,Suspected_Fraud
4836,ID00580,68,Male,Oyo,Low,5,109,1,Fuel,5702,Mobile Wallet,2022-09-05,Suspicious,3621.0,69.0,4715.0,1
4845,ID00581,67,Female,Kaduna,Low,7,61,1,Fuel,5527,Mobile Wallet,2020-06-06,Inactive,6136.0,86.0,2814.0,1
4846,ID00581,67,Female,Kaduna,Low,7,61,1,Fuel,5511,Mobile Wallet,2019-03-30,Inactive,5486.0,7.0,1659.0,1
4898,ID00587,46,Female,Rivers,Middle,8,114,0,Cash Transfer,5604,Mobile Wallet,2019-10-16,Inactive,6047.0,64.0,2684.0,1
4926,ID00592,68,Male,Kano,Low,5,101,1,Cash Transfer,7688,Mobile Wallet,2021-02-20,Inactive,1830.0,53.0,4087.0,1
4936,ID00593,58,Female,Lagos,Low,2,72,0,Cash Transfer,7166,Mobile Wallet,2020-01-04,Suspicious,3155.0,15.0,3472.0,1
5026,ID00601,42,Female,Kaduna,Middle,1,102,0,Cash Transfer,5387,Mobile Wallet,2019-08-30,Inactive,6160.0,47.0,4124.0,1
5105,ID00610,52,Female,Yobe,Middle,9,112,0,Cash Transfer,5079,Mobile Wallet,2022-02-13,Suspicious,4119.0,57.0,5434.0,1
5120,ID00613,35,Female,Yobe,Low,9,63,1,Fuel,5484,Mobile Wallet,2020-01-04,Suspicious,6188.0,95.0,3329.0,1
5137,ID00616,49,Male,Rivers,Low,6,51,1,Fuel,4993,Mobile Wallet,2020-11-26,Inactive,1968.0,69.0,5052.0,1
5139,ID00616,49,Male,Rivers,Low,6,51,1,Cash Transfer,7498,Mobile Wallet,2023-11-06,Inactive,6907.0,17.0,3464.0,1
5159,ID00618,40,Female,Lagos,Low,1,107,0,Cash Transfer,6005,Mobile Wallet,2022-05-09,Inactive,7043.0,7.0,4596.0,1
5212,ID00626,52,Female,Oyo,Low,7,92,1,Fuel,4628,Mobile Wallet,2020-03-10,Inactive,4877.0,68.0,2473.0,1
5241,ID00629,34,Male,Rivers,Middle,9,78,0,Cash Transfer,5052,Mobile Wallet,2019-04-28,Suspicious,3392.0,30.0,1829.0,1
5250,ID00630,66,Male,Kano,Low,8,133,1,Cash Transfer,8139,Mobile Wallet,2020-02-12,Inactive,3539.0,17.0,0.0,1
5307,ID00636,36,Male,Kano,Low,6,102,1,Fuel,5368,Mobile Wallet,2021-07-19,Inactive,4736.0,21.0,3675.0,1
5319,ID00638,53,Female,Yobe,Low,6,171,1,Cash Transfer,7401,Mobile Wallet,2021-11-17,Inactive,3977.0,58.0,3838.0,1
5325,ID00639,29,Male,Lagos,Middle,4,62,0,Cash Transfer,5107,Mobile Wallet,2023-01-09,Inactive,4475.0,20.0,6950.0,1
5338,ID00640,58,Male,Yobe,Low,1,73,0,Cash Transfer,8348,Mobile Wallet,2022-12-07,Inactive,8131.0,29.0,1856.0,1
5469,ID00657,38,Female,Lagos,Low,1,75,0,Cash Transfer,6019,Mobile Wallet,2020-02-15,Inactive,4301.0,2.0,3125.0,1
5521,ID00664,56,Male,Yobe,Low,8,154,1,Cash Transfer,7022,Mobile Wallet,2022-04-10,Suspicious,4698.0,6.0,2612.0,1
5545,ID00668,52,Male,Oyo,Low,1,119,0,Fuel,4844,Mobile Wallet,2023-11-20,Inactive,2756.0,44.0,6559.0,1
5556,ID00669,40,Female,Rivers,Middle,5,64,0,Cash Transfer,5710,Mobile Wallet,2019-09-27,Inactive,7262.0,97.0,3451.0,1
5583,ID00671,60,Male,Rivers,Low,6,99,1,Fuel,5991,Mobile Wallet,2019-01-03,Inactive,2179.0,4.0,2054.0,1
5593,ID00674,64,Male,Kaduna,Low,3,145,0,Cash Transfer,6117,Mobile Wallet,2023-04-20,Inactive,6808.0,52.0,5732.0,1
5711,ID00690,22,Female,Oyo,Low,1,99,0,Fuel,5400,Mobile Wallet,2022-09-04,Inactive,6076.0,23.0,3996.0,1
5719,ID00690,22,Female,Oyo,Low,1,99,0,Cash Transfer,6381,Mobile Wallet,2021-12-01,Inactive,8711.0,73.0,4097.0,1
5727,ID00691,46,Male,Oyo,Low,4,124,1,Fuel,4602,Mobile Wallet,2023-10-13,Inactive,5294.0,45.0,3406.0,1
5765,ID00696,65,Male,Yobe,Low,6,21,1,Fuel,5384,Mobile Wallet,2022-09-17,Inactive,3597.0,13.0,4864.0,1
5779,ID00698,18,Male,Rivers,Low,4,92,1,Fuel,4845,Mobile Wallet,2023-03-12,Suspicious,5423.0,22.0,5644.0,1
5832,ID00705,21,Male,Kano,Low,4,98,1,Fuel,5962,Mobile Wallet,2023-12-12,Inactive,5689.0,43.0,2783.0,1
5839,ID00707,23,Male,Yobe,Low,6,49,1,Fuel,5205,Mobile Wallet,2019-06-29,Inactive,8606.0,80.0,2768.0,1
5840,ID00707,23,Male,Yobe,Low,6,49,1,Fuel,4709,Mobile Wallet,2022-11-25,Inactive,5843.0,49.0,3881.0,1
5897,ID00717,20,Female,Lagos,Low,9,134,1,Cash Transfer,8145,Mobile Wallet,2019-04-01,Suspicious,2495.0,28.0,6858.0,1
5990,ID00727,18,Male,Lagos,Middle,5,118,0,Cash Transfer,4754,Mobile Wallet,2020-08-03,Inactive,5680.0,18.0,2423.0,1
6054,ID00736,61,Male,Kano,Low,8,117,1,Cash Transfer,8232,Mobile Wallet,2019-07-28,Suspicious,4354.0,99.0,2561.0,1
6055,ID00736,61,Male,Kano,Low,8,117,1,Fuel,4964,Mobile Wallet,2020-09-13,Suspicious,3457.0,37.0,3644.0,1
6068,ID00739,62,Male,Rivers,Low,5,133,1,Cash Transfer,6803,Mobile Wallet,2021-01-22,Inactive,5357.0,24.0,3129.0,1
6080,ID00740,64,Female,Kaduna,Low,8,103,1,Fuel,5300,Mobile Wallet,2023-06-17,Suspicious,5305.0,52.0,3222.0,1
6089,ID00742,33,Female,Kaduna,Low,4,131,1,Cash Transfer,6815,Mobile Wallet,2021-05-03,Suspicious,4272.0,73.0,3646.0,1
6095,ID00744,28,Female,Yobe,Low,6,68,1,Cash Transfer,7730,Mobile Wallet,2021-06-03,Suspicious,4173.0,86.0,4492.0,1
6160,ID00751,64,Male,Yobe,Middle,6,65,0,Cash Transfer,5425,Mobile Wallet,2020-08-24,Suspicious,4164.0,99.0,3052.0,1
6193,ID00757,18,Female,Lagos,Middle,9,54,0,Cash Transfer,4944,Mobile Wallet,2022-12-03,Inactive,8628.0,56.0,5392.0,1
6200,ID00758,20,Female,Kano,Low,5,130,1,Cash Transfer,6427,Mobile Wallet,2019-12-24,Inactive,1009.0,36.0,4332.0,1
6209,ID00760,40,Male,Oyo,Middle,8,166,0,Cash Transfer,4911,Mobile Wallet,2020-07-08,Inactive,3070.0,54.0,6747.0,1
6358,ID00776,67,Female,Oyo,Middle,6,56,0,Cash Transfer,4781,Mobile Wallet,2019-02-07,Suspicious,7868.0,37.0,5022.0,1
6368,ID00777,45,Male,Oyo,Low,5,67,1,Fuel,4698,Mobile Wallet,2022-12-05,Inactive,5692.0,68.0,6619.0,1
6369,ID00777,45,Male,Oyo,Low,5,67,1,Fuel,5339,Mobile Wallet,2023-05-25,Suspicious,1605.0,50.0,3217.0,1
6376,ID00778,45,Female,Kano,Low,9,97,1,Fuel,4534,Mobile Wallet,2021-11-08,Inactive,2542.0,5.0,2564.0,1
6383,ID00780,58,Female,Rivers,Middle,6,117,0,Cash Transfer,5780,Mobile Wallet,2022-02-22,Inactive,3676.0,31.0,5559.0,1
6399,ID00781,53,Female,Oyo,Low,3,80,0,Cash Transfer,6284,Mobile Wallet,2021-07-27,Inactive,6177.0,13.0,4028.0,1
6420,ID00784,26,Male,Kano,Middle,8,83,0,Cash Transfer,5126,Mobile Wallet,2021-08-15,Inactive,6846.0,9.0,1706.0,1
6429,ID00785,50,Male,Oyo,Middle,6,114,0,Cash Transfer,4878,Mobile Wallet,2020-02-08,Inactive,3077.0,61.0,3140.0,1
6446,ID00786,37,Male,Kano,Middle,4,127,0,Cash Transfer,4781,Mobile Wallet,2020-04-03,Inactive,4620.0,47.0,4260.0,1
6471,ID00792,63,Male,Kano,Low,3,92,0,Fuel,4581,Mobile Wallet,2023-03-02,Inactive,4591.0,90.0,1182.0,1
6482,ID00792,63,Male,Kano,Low,3,92,0,Fuel,5865,Mobile Wallet,2021-07-13,Inactive,7274.0,89.0,5903.0,1
6492,ID00794,23,Female,Yobe,Low,4,118,1,Cash Transfer,6773,Mobile Wallet,2021-04-09,Inactive,4238.0,45.0,2379.0,1
6516,ID00798,64,Male,Rivers,Low,6,99,1,Cash Transfer,7071,Mobile Wallet,2019-07-28,Inactive,4760.0,17.0,3938.0,1
6520,ID00798,64,Male,Rivers,Low,6,99,1,Cash Transfer,6968,Mobile Wallet,2021-04-29,Suspicious,0.0,30.0,1897.0,1
6529,ID00799,42,Male,Rivers,Low,1,96,0,Fuel,5659,Mobile Wallet,2020-09-13,Suspicious,6327.0,97.0,2722.0,1
6538,ID00800,19,Male,Rivers,Low,8,47,1,Cash Transfer,6215,Mobile Wallet,2023-11-14,Suspicious,2174.0,10.0,2714.0,1
6644,ID00811,66,Male,Yobe,Low,9,116,1,Fuel,4575,Mobile Wallet,2022-04-11,Inactive,4325.0,94.0,4680.0,1
6707,ID00819,30,Male,Oyo,Low,8,70,1,Fuel,5417,Mobile Wallet,2022-04-18,Inactive,5194.0,48.0,2115.0,1
6771,ID00830,22,Female,Rivers,Low,7,101,1,Fuel,4676,Mobile Wallet,2020-06-25,Inactive,5694.0,61.0,3698.0,1
6783,ID00831,48,Male,Lagos,Low,6,130,1,Cash Transfer,6323,Mobile Wallet,2023-09-30,Suspicious,3693.0,90.0,4509.0,1
6810,ID00836,54,Male,Yobe,Middle,3,34,0,Cash Transfer,4739,Mobile Wallet,2021-09-10,Inactive,6032.0,27.0,3098.0,1
6855,ID00842,38,Female,Yobe,Low,1,122,0,Cash Transfer,7198,Mobile Wallet,2023-08-18,Inactive,4930.0,95.0,4582.0,1
6861,ID00842,38,Female,Yobe,Low,1,122,0,Cash Transfer,7702,Mobile Wallet,2023-06-20,Inactive,5519.0,8.0,6977.0,1
6917,ID00850,21,Female,Kano,Low,2,118,0,Cash Transfer,7886,Mobile Wallet,2021-01-10,Inactive,5613.0,0.0,4436.0,1
6959,ID00855,51,Male,Kaduna,Low,2,71,0,Cash Transfer,5667,Mobile Wallet,2023-09-04,Inactive,5918.0,59.0,2480.0,1
6963,ID00855,51,Male,Kaduna,Low,2,71,0,Cash Transfer,6134,Mobile Wallet,2019-02-02,Suspicious,1687.0,98.0,2504.0,1
6971,ID00856,45,Female,Rivers,Low,7,112,1,Cash Transfer,5938,Mobile Wallet,2022-04-11,Inactive,7256.0,56.0,4983.0,1
7001,ID00861,51,Female,Kano,Low,4,26,1,Cash Transfer,7406,Mobile Wallet,2023-12-25,Suspicious,2751.0,55.0,6837.0,1
7061,ID00868,47,Female,Oyo,Low,3,107,0,Fuel,5158,Mobile Wallet,2023-08-09,Suspicious,10002.0,70.0,4775.0,1
7107,ID00876,38,Male,Lagos,Low,2,97,0,Fuel,5661,Mobile Wallet,2021-06-04,Inactive,7020.0,57.0,6427.0,1
7110,ID00876,38,Male,Lagos,Low,2,97,0,Cash Transfer,6614,Mobile Wallet,2021-05-28,Inactive,5673.0,33.0,5923.0,1
7111,ID00876,38,Male,Lagos,Low,2,97,0,Cash Transfer,6651,Mobile Wallet,2022-11-29,Suspicious,7466.0,22.0,3901.0,1
7116,ID00876,38,Male,Lagos,Low,2,97,0,Cash Transfer,8369,Mobile Wallet,2021-01-30,Inactive,5592.0,97.0,6033.0,1
7123,ID00877,31,Male,Rivers,Middle,1,90,0,Cash Transfer,4775,Mobile Wallet,2021-03-19,Suspicious,6911.0,39.0,5779.0,1
7127,ID00877,31,Male,Rivers,Middle,1,90,0,Cash Transfer,5488,Mobile Wallet,2020-07-23,Inactive,2370.0,17.0,5446.0,1
7187,ID00883,51,Female,Oyo,Low,7,48,1,Cash Transfer,6075,Mobile Wallet,2019-08-05,Inactive,6020.0,85.0,6341.0,1
7194,ID00884,55,Male,Lagos,Middle,6,86,0,Cash Transfer,4874,Mobile Wallet,2019-04-02,Suspicious,7159.0,62.0,3755.0,1
7227,ID00888,47,Male,Oyo,Low,5,88,1,Fuel,4999,Mobile Wallet,2020-07-08,Inactive,6642.0,89.0,3020.0,1
7238,ID00890,44,Female,Kaduna,Middle,9,123,0,Cash Transfer,4556,Mobile Wallet,2023-07-14,Suspicious,2179.0,13.0,5166.0,1
7275,ID00896,41,Male,Kano,Low,3,134,0,Cash Transfer,7863,Mobile Wallet,2021-07-07,Suspicious,6416.0,73.0,3519.0,1
7292,ID00897,32,Male,Kano,Low,5,72,1,Cash Transfer,6951,Mobile Wallet,2023-05-20,Inactive,808.0,7.0,3848.0,1
7317,ID00901,34,Male,Lagos,Low,1,70,0,Cash Transfer,6951,Mobile Wallet,2020-03-15,Inactive,5518.0,31.0,4995.0,1
7320,ID00901,34,Male,Lagos,Low,1,70,0,Fuel,5145,Mobile Wallet,2019-11-24,Suspicious,7328.0,86.0,1135.0,1
7328,ID00902,22,Male,Lagos,Low,2,78,0,Cash Transfer,5867,Mobile Wallet,2019-09-27,Suspicious,3891.0,57.0,3198.0,1
7333,ID00902,22,Male,Lagos,Low,2,78,0,Cash Transfer,7516,Mobile Wallet,2022-02-04,Inactive,5804.0,60.0,441.0,1
7350,ID00906,34,Female,Rivers,Low,9,85,1,Cash Transfer,5649,Mobile Wallet,2023-02-07,Inactive,4640.0,39.0,4596.0,1
7352,ID00906,34,Female,Rivers,Low,9,85,1,Fuel,4873,Mobile Wallet,2019-07-14,Inactive,7692.0,16.0,4575.0,1
7388,ID00909,37,Male,Rivers,Low,3,82,0,Cash Transfer,7716,Mobile Wallet,2019-10-22,Suspicious,4966.0,42.0,3575.0,1
7399,ID00910,41,Male,Kaduna,Low,4,144,1,Cash Transfer,7426,Mobile Wallet,2023-05-17,Suspicious,2024.0,34.0,4470.0,1
7430,ID00913,23,Male,Oyo,Low,2,77,0,Fuel,5987,Mobile Wallet,2021-06-04,Inactive,5112.0,22.0,3680.0,1
7432,ID00913,23,Male,Oyo,Low,2,77,0,Fuel,5082,Mobile Wallet,2020-02-19,Inactive,4072.0,65.0,4238.0,1
7467,ID00916,60,Female,Yobe,Low,7,79,1,Cash Transfer,6570,Mobile Wallet,2022-11-07,Inactive,5398.0,16.0,3339.0,1
7479,ID00918,65,Male,Yobe,Middle,5,122,0,Cash Transfer,5394,Mobile Wallet,2021-01-06,Inactive,4704.0,33.0,8503.0,1
7505,ID00921,64,Female,Kano,Middle,7,107,0,Cash Transfer,4945,Mobile Wallet,2022-01-16,Suspicious,3329.0,22.0,0.0,1
7584,ID00930,21,Male,Kaduna,Low,7,55,1,Fuel,5718,Mobile Wallet,2022-01-03,Inactive,4176.0,17.0,5534.0,1
7661,ID00938,67,Male,Kano,Middle,9,121,0,Cash Transfer,5159,Mobile Wallet,2021-01-04,Inactive,4281.0,0.0,3915.0,1
7736,ID00945,59,Male,Kano,Low,8,61,1,Fuel,5927,Mobile Wallet,2019-05-22,Inactive,4922.0,54.0,1773.0,1
7752,ID00946,39,Female,Yobe,Low,3,105,0,Fuel,5979,Mobile Wallet,2023-01-06,Inactive,5874.0,35.0,3204.0,1
7767,ID00949,18,Female,Lagos,Middle,1,67,0,Cash Transfer,5634,Mobile Wallet,2020-10-27,Inactive,7154.0,28.0,5667.0,1
7827,ID00954,63,Female,Kano,Low,1,113,0,Cash Transfer,6989,Mobile Wallet,2019-08-05,Suspicious,2398.0,40.0,5372.0,1
7852,ID00956,66,Female,Yobe,Low,1,114,0,Fuel,5701,Mobile Wallet,2021-01-05,Inactive,7334.0,37.0,5224.0,1
7857,ID00957,31,Male,Lagos,Low,3,93,0,Fuel,4991,Mobile Wallet,2021-07-03,Suspicious,6517.0,92.0,560.0,1
7934,ID00964,39,Female,Rivers,Low,5,159,1,Fuel,5258,Mobile Wallet,2023-04-14,Suspicious,3026.0,99.0,3244.0,1
7947,ID00967,60,Female,Kano,Low,1,104,0,Fuel,5862,Mobile Wallet,2020-04-21,Inactive,6681.0,16.0,5574.0,1
7999,ID00972,18,Female,Yobe,Low,9,154,1,Fuel,5547,Mobile Wallet,2021-08-05,Inactive,4513.0,92.0,5166.0,1
8015,ID00975,52,Male,Rivers,Low,5,140,1,Cash Transfer,6835,Mobile Wallet,2021-04-06,Inactive,6506.0,1.0,3126.0,1
8077,ID00984,31,Female,Rivers,Low,1,100,0,Cash Transfer,6826,Mobile Wallet,2022-06-08,Inactive,6623.0,49.0,2097.0,1
8098,ID00987,62,Female,Yobe,Middle,9,86,0,Cash Transfer,5001,Mobile Wallet,2020-07-29,Inactive,3110.0,6.0,1626.0,1
8144,ID00993,64,Male,Kano,Low,6,54,1,Fuel,5528,Mobile Wallet,2021-06-30,Suspicious,3703.0,98.0,3218.0,1
8150,ID00993,64,Male,Kano,Low,6,54,1,Fuel,5846,Mobile Wallet,2019-04-08,Suspicious,7199.0,48.0,3293.0,1
8157,ID00994,40,Female,Oyo,Low,7,114,1,Cash Transfer,8096,Mobile Wallet,2020-05-12,Inactive,6129.0,40.0,5904.0,1
8192,ID00998,62,Female,Lagos,Low,4,131,1,Cash Transfer,7791,Mobile Wallet,2019-08-17,Inactive,0.0,61.0,1988.0,1
8196,ID00999,35,Female,Lagos,Low,6,65,1,Fuel,5391,Mobile Wallet,2021-07-27,Suspicious,4514.0,88.0,4187.0,1
8197,ID00999,35,Female,Lagos,Low,6,65,1,Cash Transfer,6721,Mobile Wallet,2021-07-10,Suspicious,6075.0,62.0,3519.0,1
8279,ID01009,34,Female,Oyo,Low,7,72,1,Fuel,4824,Mobile Wallet,2021-07-14,Inactive,7566.0,61.0,5581.0,1
8329,ID01017,37,Female,Lagos,Low,7,89,1,Cash Transfer,6799,Mobile Wallet,2020-04-26,Suspicious,186.0,1.0,5340.0,1
8353,ID01022,58,Female,Rivers,Low,3,59,0,Cash Transfer,7449,Mobile Wallet,2022-08-22,Suspicious,6501.0,56.0,4468.0,1
8364,ID01024,35,Male,Lagos,Low,8,80,1,Fuel,4628,Mobile Wallet,2022-11-19,Inactive,3990.0,98.0,5948.0,1
8396,ID01028,39,Male,Oyo,Low,9,116,1,Fuel,5012,Mobile Wallet,2020-03-11,Inactive,4130.0,62.0,6282.0,1
8402,ID01029,51,Female,Rivers,Middle,5,120,0,Cash Transfer,4665,Mobile Wallet,2020-08-20,Inactive,0.0,27.0,5292.0,1
8512,ID01040,69,Female,Rivers,Low,8,114,1,Fuel,5582,Mobile Wallet,2022-10-27,Inactive,2704.0,25.0,2687.0,1
8579,ID01045,54,Male,Kaduna,Low,7,95,1,Fuel,5202,Mobile Wallet,2020-07-06,Inactive,6195.0,78.0,3093.0,1
8603,ID01048,38,Male,Oyo,Low,4,76,1,Fuel,4973,Mobile Wallet,2021-07-08,Inactive,7247.0,4.0,2989.0,1
8612,ID01048,38,Male,Oyo,Low,4,76,1,Cash Transfer,6663,Mobile Wallet,2019-01-02,Suspicious,6014.0,72.0,1854.0,1
8657,ID01057,41,Male,Oyo,Low,5,117,1,Fuel,4913,Mobile Wallet,2019-08-10,Inactive,8237.0,80.0,2103.0,1
8678,ID01061,48,Male,Kano,Low,2,79,0,Fuel,4911,Mobile Wallet,2019-11-17,Suspicious,7749.0,58.0,4882.0,1
8682,ID01061,48,Male,Kano,Low,2,79,0,Cash Transfer,7487,Mobile Wallet,2022-06-15,Inactive,6042.0,14.0,1986.0,1
8705,ID01064,53,Female,Kaduna,Middle,8,68,0,Cash Transfer,4930,Mobile Wallet,2020-12-17,Inactive,6071.0,51.0,2157.0,1
8746,ID01068,19,Male,Yobe,Low,9,59,1,Fuel,5929,Mobile Wallet,2023-09-28,Inactive,4325.0,47.0,5855.0,1
8797,ID01073,32,Female,Yobe,Low,9,92,1,Fuel,5937,Mobile Wallet,2023-02-26,Inactive,1745.0,86.0,3050.0,1
8832,ID01077,55,Male,Rivers,Low,4,128,1,Fuel,5194,Mobile Wallet,2019-08-11,Inactive,4897.0,31.0,2910.0,1
8958,ID01097,64,Female,Oyo,Low,9,71,1,Cash Transfer,7224,Mobile Wallet,2019-09-01,Suspicious,6709.0,51.0,5619.0,1
9000,ID01102,54,Female,Yobe,Low,7,127,1,Cash Transfer,5875,Mobile Wallet,2023-09-27,Suspicious,4594.0,95.0,1425.0,1
9011,ID01103,28,Male,Oyo,Low,5,99,1,Fuel,4941,Mobile Wallet,2020-12-20,Inactive,8466.0,0.0,4317.0,1
9062,ID01111,27,Male,Yobe,Low,6,60,1,Cash Transfer,8113,Mobile Wallet,2020-12-11,Inactive,2906.0,78.0,2887.0,1
9072,ID01111,27,Male,Yobe,Low,6,60,1,Fuel,5749,Mobile Wallet,2019-01-18,Inactive,2766.0,8.0,2789.0,1
9089,ID01112,22,Male,Kano,Low,9,131,1,Fuel,4834,Mobile Wallet,2020-10-14,Suspicious,4402.0,73.0,1876.0,1
9097,ID01114,27,Female,Kaduna,Low,5,139,1,Fuel,4582,Mobile Wallet,2022-11-10,Suspicious,7800.0,55.0,1565.0,1
9228,ID01128,41,Female,Kaduna,Low,8,154,1,Cash Transfer,7129,Mobile Wallet,2020-03-02,Inactive,7203.0,85.0,4348.0,1
9234,ID01129,55,Male,Rivers,Low,6,142,1,Cash Transfer,6537,Mobile Wallet,2021-08-16,Suspicious,5096.0,70.0,2458.0,1
9294,ID01135,61,Male,Rivers,Low,6,95,1,Fuel,5201,Mobile Wallet,2022-09-29,Inactive,6266.0,82.0,5250.0,1
9316,ID01137,31,Female,Oyo,Middle,7,117,0,Cash Transfer,5068,Mobile Wallet,2021-05-26,Suspicious,4145.0,43.0,7026.0,1
9334,ID01141,29,Male,Lagos,Low,5,118,1,Fuel,4611,Mobile Wallet,2019-12-24,Suspicious,6291.0,9.0,5792.0,1
9335,ID01141,29,Male,Lagos,Low,5,118,1,Fuel,5573,Mobile Wallet,2019-01-01,Inactive,2880.0,31.0,4104.0,1
9344,ID01142,52,Female,Lagos,Low,9,109,1,Cash Transfer,6819,Mobile Wallet,2021-10-19,Suspicious,3657.0,29.0,5796.0,1
9359,ID01143,52,Male,Kano,Low,8,131,1,Cash Transfer,8396,Mobile Wallet,2022-12-24,Inactive,5296.0,20.0,5270.0,1
9360,ID01143,52,Male,Kano,Low,8,131,1,Fuel,5032,Mobile Wallet,2022-05-07,Inactive,3761.0,18.0,3685.0,1
9368,ID01144,18,Female,Kano,Low,3,51,0,Cash Transfer,5730,Mobile Wallet,2020-06-16,Inactive,3975.0,12.0,946.0,1
9396,ID01148,25,Male,Kaduna,Low,2,57,0,Fuel,5815,Mobile Wallet,2021-12-31,Suspicious,4929.0,70.0,6535.0,1
9508,ID01161,21,Female,Oyo,Low,6,63,1,Cash Transfer,8261,Mobile Wallet,2023-09-03,Inactive,6796.0,24.0,1950.0,1
9526,ID01163,62,Female,Yobe,Low,3,22,0,Fuel,5389,Mobile Wallet,2020-03-12,Inactive,5839.0,5.0,2246.0,1
9537,ID01163,62,Female,Yobe,Low,3,22,0,Fuel,5946,Mobile Wallet,2021-10-29,Inactive,5700.0,34.0,5748.0,1
9565,ID01165,42,Female,Rivers,Low,5,104,1,Cash Transfer,6326,Mobile Wallet,2023-06-07,Inactive,5182.0,23.0,3884.0,1
9570,ID01166,35,Male,Oyo,Low,8,108,1,Cash Transfer,6566,Mobile Wallet,2021-01-09,Inactive,6002.0,28.0,2707.0,1
9596,ID01168,25,Male,Kaduna,Low,5,79,1,Cash Transfer,5852,Mobile Wallet,2020-11-08,Inactive,3465.0,8.0,5274.0,1
9597,ID01168,25,Male,Kaduna,Low,5,79,1,Fuel,5889,Mobile Wallet,2019-02-01,Inactive,2913.0,71.0,3969.0,1
9645,ID01174,55,Male,Kaduna,Middle,2,99,0,Cash Transfer,5640,Mobile Wallet,2021-08-05,Inactive,7432.0,12.0,3035.0,1
9748,ID01186,57,Female,Oyo,Low,3,18,0,Fuel,4761,Mobile Wallet,2019-07-13,Inactive,4108.0,73.0,2473.0,1
9754,ID01187,68,Female,Kaduna,Low,5,93,1,Cash Transfer,6711,Mobile Wallet,2019-10-23,Suspicious,3381.0,44.0,3561.0,1
9772,ID01189,68,Female,Lagos,Low,5,89,1,Fuel,5808,Mobile Wallet,2022-07-29,Inactive,5286.0,46.0,4034.0,1
9774,ID01189,68,Female,Lagos,Low,5,89,1,Cash Transfer,8243,Mobile Wallet,2021-04-08,Inactive,4344.0,24.0,3233.0,1
9781,ID01190,23,Male,Kano,Middle,8,112,0,Cash Transfer,5272,Mobile Wallet,2020-10-20,Inactive,2807.0,50.0,3496.0,1
9790,ID01191,23,Female,Kaduna,Middle,6,171,0,Cash Transfer,5430,Mobile Wallet,2020-12-26,Inactive,5662.0,71.0,4487.0,1
9812,ID01192,20,Male,Lagos,Low,4,90,1,Fuel,5705,Mobile Wallet,2023-01-04,Suspicious,1766.0,13.0,3185.0,1
9837,ID01195,25,Female,Kano,Low,8,71,1,Cash Transfer,5923,Mobile Wallet,2019-06-08,Inactive,5675.0,99.0,4692.0,1
9858,ID01198,32,Male,Kaduna,Low,6,85,1,Fuel,4675,Mobile Wallet,2021-09-27,Inactive,4609.0,96.0,4175.0,1
9867,ID01199,64,Male,Rivers,Low,9,142,1,Cash Transfer,6787,Mobile Wallet,2021-03-14,Inactive,3326.0,25.0,4451.0,1
9915,ID01205,44,Male,Kano,Low,1,110,0,Fuel,4785,Mobile Wallet,2020-05-01,Inactive,4427.0,91.0,4018.0,1
9941,ID01207,46,Female,Lagos,Low,6,97,1,Fuel,4893,Mobile Wallet,2022-04-25,Suspicious,4417.0,40.0,4202.0,1
9952,ID01210,54,Male,Kaduna,Low,6,126,1,Fuel,4903,Mobile Wallet,2019-01-11,Suspicious,10288.0,66.0,3337.0,1
9983,ID01215,19,Male,Yobe,Low,1,146,0,Cash Transfer,6548,Mobile Wallet,2019-06-12,Suspicious,4177.0,41.0,5595.0,1
10036,ID01221,30,Male,Yobe,Low,5,148,1,Cash Transfer,7486,Mobile Wallet,2019-10-14,Suspicious,2925.0,68.0,6119.0,1
10114,ID01230,25,Male,Lagos,Low,3,100,0,Fuel,5859,Mobile Wallet,2023-01-21,Inactive,5981.0,15.0,1304.0,1
10239,ID01242,53,Female,Kano,Low,7,72,1,Cash Transfer,7604,Mobile Wallet,2023-10-04,Inactive,6978.0,60.0,2758.0,1
10280,ID01246,44,Female,Kaduna,Low,5,99,1,Fuel,5977,Mobile Wallet,2021-03-04,Suspicious,5390.0,17.0,5609.0,1
10287,ID01247,22,Female,Yobe,Low,3,82,0,Cash Transfer,8345,Mobile Wallet,2023-05-24,Suspicious,6187.0,71.0,2794.0,1
10301,ID01250,27,Male,Kaduna,Low,9,65,1,Cash Transfer,6775,Mobile Wallet,2022-07-20,Inactive,5215.0,0.0,3050.0,1
10303,ID01250,27,Male,Kaduna,Low,9,65,1,Cash Transfer,8394,Mobile Wallet,2020-04-21,Inactive,6153.0,90.0,4459.0,1
10352,ID01255,40,Female,Kano,Low,5,143,1,Fuel,4790,Mobile Wallet,2022-10-06,Suspicious,7524.0,54.0,3959.0,1
10354,ID01255,40,Female,Kano,Low,5,143,1,Fuel,5928,Mobile Wallet,2021-03-03,Inactive,5682.0,50.0,1557.0,1
10371,ID01257,43,Male,Kano,Low,8,86,1,Fuel,4917,Mobile Wallet,2021-05-12,Suspicious,7319.0,74.0,6407.0,1
